model,token,total_attr,mean_attr,count
Llama,bro,-0.024581704288721085,-0.024581704288721085,1
Llama,bully,2.3246124982833862,2.3246124982833862,1
Llama,bunch,0.14172543585300446,0.14172543585300446,1
Llama,burn,0.5442517995834351,0.5442517995834351,1
Llama,but,-0.10372480750083923,-0.10372480750083923,1
Llama,by,0.0027984455227851868,0.0027984455227851868,1
Llama,call,-0.03601828217506409,-0.018009141087532043,2
Llama,can,-0.567927747964859,-0.2839638739824295,2
Llama,cancer,0.6901563555002213,0.6901563555002213,1
Llama,career,-0.3222200572490692,-0.3222200572490692,1
Llama,celebrity,0.12384450435638428,0.12384450435638428,1
Llama,cheek,0.2204509675502777,0.2204509675502777,1
Llama,chinxy,0.17114049568772316,0.17114049568772316,1
Llama,choice,-0.25162404775619507,-0.25162404775619507,1
Llama,city,-0.3245883584022522,-0.3245883584022522,1
Llama,cock,1.6695327758789062,1.6695327758789062,1
Llama,conceivable,0.13903361558914185,0.13903361558914185,1
Llama,constitution,-1.0779663771390915,-1.0779663771390915,1
Llama,cop,0.18422643840312958,0.18422643840312958,1
Llama,cunt,6.493803143501282,6.493803143501282,1
Llama,damn,6.047858446836472,3.023929223418236,2
Llama,dare,0.20225858688354492,0.20225858688354492,1
Llama,day,-0.06314101815223694,-0.06314101815223694,1
Llama,death,0.5140665769577026,0.5140665769577026,1
Llama,dick,10.865570232272148,5.432785116136074,2
Llama,disengenuous,0.34831297397613525,0.34831297397613525,1
Llama,do,0.27813804149627686,0.27813804149627686,1
Llama,due,-0.28829672932624817,-0.28829672932624817,1
Llama,eat,-0.01803949475288391,-0.009019747376441956,2
Llama,equate,-0.02772437036037445,-0.02772437036037445,1
Llama,exposure,0.28365568816661835,0.28365568816661835,1
Llama,face,0.2013026475906372,0.2013026475906372,1
Llama,family,0.004091188311576843,0.004091188311576843,1
Llama,fascism,0.6251042447984219,0.6251042447984219,1
Llama,feather,1.0070176422595978,1.0070176422595978,1
Llama,fill,0.4511507451534271,0.4511507451534271,1
Llama,first,-0.2683597803115845,-0.2683597803115845,1
Llama,fit,0.035270508378744125,0.035270508378744125,1
Llama,follow,0.0049028415232896805,0.0049028415232896805,1
Llama,former,-0.2808806002140045,-0.2808806002140045,1
Llama,fuck,29.81985181570053,4.259978830814362,7
Llama,fucker,6.131847858428955,6.131847858428955,1
Llama,fucking,32.90925735235214,3.290925735235214,10
Llama,fucktard,1.1756708025932312,1.1756708025932312,1
Llama,gain,0.025711655616760254,0.025711655616760254,1
Llama,get,-0.1576751507818699,-0.05255838359395663,3
Llama,ghastly,1.1967652142047882,1.1967652142047882,1
Llama,girl,0.14543792605400085,0.14543792605400085,1
Llama,give,0.09971682727336884,0.09971682727336884,1
Llama,glow,-0.5945692658424377,-0.5945692658424377,1
Llama,go,0.04790562391281128,0.01197640597820282,4
Llama,great,-0.17439791560173035,-0.17439791560173035,1
Llama,grohl,0.1364418789744377,0.1364418789744377,1
Llama,guy,0.1602415144443512,0.1602415144443512,1
Llama,hair,0.23053070902824402,0.23053070902824402,1
Llama,hand,0.7161437273025513,0.7161437273025513,1
Llama,hard,0.24873510003089905,0.24873510003089905,1
Llama,have,-0.42584913969039917,-0.14194971323013306,3
Llama,he,0.3162120245397091,0.06324240490794182,5
Llama,headshot,0.858114629983902,0.858114629983902,1
Llama,hell,1.238776445388794,1.238776445388794,1
Llama,here,0.16510099172592163,0.16510099172592163,1
Llama,his,1.1038732454180717,0.22077464908361435,5
Llama,hit,0.16416576504707336,0.16416576504707336,1
Llama,how,0.24449115991592407,0.24449115991592407,1
Llama,i,0.41914527863264084,0.10478631965816021,4
Llama,idiotic,3.3013200759887695,3.3013200759887695,1
Llama,if,-0.5912837088108063,-0.14782092720270157,4
Llama,iggy,-0.2009221613407135,-0.2009221613407135,1
Llama,impose,0.2581423819065094,0.2581423819065094,1
Llama,in,1.0930036883801222,0.5465018441900611,2
Llama,it,-0.19658267498016357,-0.049145668745040894,4
Llama,judge,0.10669681429862976,0.10669681429862976,1
Llama,jump,0.269830584526062,0.269830584526062,1
Llama,just,-0.22439048439264297,-0.074796828130881,3
Llama,keep,0.2077549695968628,0.2077549695968628,1
Llama,kick,1.0148552656173706,1.0148552656173706,1
Llama,kitchen,-0.14692117273807526,-0.14692117273807526,1
Llama,lar,-0.6230303049087524,-0.6230303049087524,1
Llama,last,0.015530962496995926,0.015530962496995926,1
Llama,lead,-0.32515665888786316,-0.32515665888786316,1
Llama,leader,-0.020584171637892723,-0.020584171637892723,1
Llama,legislation,-0.02363044023513794,-0.02363044023513794,1
Llama,lick,0.48393466509878635,0.48393466509878635,1
Llama,lie,1.0112274289131165,1.0112274289131165,1
Llama,life,0.263174831867218,0.263174831867218,1
Llama,long,-0.2807186245918274,-0.2807186245918274,1
Llama,loser,5.642341494560242,5.642341494560242,1
Llama,love,-1.0494559407234192,-0.3498186469078064,3
Llama,make,-0.07190004736185074,-0.07190004736185074,1
Llama,many,0.4631212055683136,0.4631212055683136,1
Llama,massive,-0.09975717961788177,-0.09975717961788177,1
Llama,molly,0.4854648485779762,0.4854648485779762,1
Llama,mom,0.46964001655578613,0.46964001655578613,1
Llama,moment,0.11661878973245621,0.11661878973245621,1
Llama,monetary,-0.3181694447994232,-0.3181694447994232,1
Llama,more,-0.38304194808006287,-0.38304194808006287,1
Llama,morgan,0.011011350899934769,0.011011350899934769,1
Llama,motherfucke,3.576230578124523,3.576230578124523,1
Llama,motherfucker,8.281076788902283,8.281076788902283,1
Llama,much,-0.009319789707660675,-0.009319789707660675,1
Llama,murder,0.19913187623023987,0.19913187623023987,1
Llama,my,0.4664321839809418,0.15547739466031393,3
Llama,narcissistic,1.932583510875702,1.932583510875702,1
Llama,nationality,0.25328493118286133,0.25328493118286133,1
Llama,never,0.039628252387046814,0.039628252387046814,1
Llama,new,-0.23368290066719055,-0.23368290066719055,1
Llama,nigger,3.705384612083435,3.705384612083435,1
Llama,not,-0.23730920627713203,-0.11865460313856602,2
Llama,noun,1.4464593194425106,1.4464593194425106,1
Llama,of,-0.014146000146865845,-0.002829200029373169,5
Llama,off,0.7919417917728424,0.3959708958864212,2
Llama,on,-1.5691040605306625,-0.26151734342177707,6
Llama,other,-0.14856356382369995,-0.14856356382369995,1
Llama,out,-0.07655763626098633,-0.07655763626098633,1
Llama,over,-0.28271697647869587,-0.09423899215956529,3
Llama,own,-0.3959592580795288,-0.3959592580795288,1
Llama,part,-0.1629313826560974,-0.1629313826560974,1
Llama,penalty,-0.014923423528671265,-0.014923423528671265,1
Llama,penis,4.487008094787598,4.487008094787598,1
Llama,people,-0.09628259390592575,-0.09628259390592575,1
Llama,phrase,-0.21359020471572876,-0.21359020471572876,1
Llama,piece,-0.059357672929763794,-0.059357672929763794,1
Llama,pig,3.0704142451286316,3.0704142451286316,1
Llama,play,-0.33463478088378906,-0.33463478088378906,1
Llama,playerz,0.2350243628025055,0.2350243628025055,1
Llama,porn,1.1923060417175293,1.1923060417175293,1
Llama,power,-0.11734383553266525,-0.11734383553266525,1
Llama,preposterous,0.6920187249779701,0.6920187249779701,1
Llama,proceed,-0.4946722984313965,-0.4946722984313965,1
Llama,puffy,-0.551963597536087,-0.551963597536087,1
Llama,pussy,5.070882320404053,5.070882320404053,1
Llama,put,1.1020841598510742,1.1020841598510742,1
Llama,racist,0.47026145458221436,0.47026145458221436,1
Llama,really,-0.08330303430557251,-0.08330303430557251,1
Llama,record,-0.24546033143997192,-0.24546033143997192,1
Llama,rediscover,-1.0389299839735031,-1.0389299839735031,1
Llama,ricky,0.16408506035804749,0.16408506035804749,1
Llama,ridiculous,0.20347779989242554,0.20347779989242554,1
Llama,row,-0.15400225296616554,-0.07700112648308277,2
Llama,s1mple,0.37644683569669724,0.37644683569669724,1
Llama,say,0.5992748700082302,0.2996374350041151,2
Llama,scissor,0.2635278031229973,0.2635278031229973,1
Llama,see,-0.07777807861566544,-0.07777807861566544,1
Llama,she,0.7253818064928055,0.10362597235611506,7
Llama,shit,15.279727071523666,3.8199317678809166,4
Llama,shitty,2.4178054332733154,2.4178054332733154,1
Llama,should,-0.05663783475756645,-0.05663783475756645,1
Llama,singer,-0.09389486908912659,-0.09389486908912659,1
Llama,sit,0.1741732954978943,0.1741732954978943,1
Llama,so,-0.5269408375024796,-0.2634704187512398,2
Llama,soon,-0.03364206477999687,-0.03364206477999687,1
Llama,sound,-0.19762380421161652,-0.19762380421161652,1
Llama,star,-0.19579818844795227,-0.19579818844795227,1
Llama,start,0.5654570460319519,0.5654570460319519,1
Llama,suck,4.044454097747803,4.044454097747803,1
Llama,system,-0.11563044786453247,-0.11563044786453247,1
Llama,talk,-0.1781902313232422,-0.1781902313232422,1
Llama,ten,0.2870323956012726,0.2870323956012726,1
Llama,than,0.2147723063826561,0.10738615319132805,2
Llama,that,-0.0527048259973526,-0.017568275332450867,3
Llama,the,-0.10632536187767982,-0.009665941988879984,11
Llama,their,-0.08496406674385071,-0.08496406674385071,1
Llama,there,-0.09714917838573456,-0.09714917838573456,1
Llama,they,-0.1362871304154396,-0.0681435652077198,2
Llama,thin,0.478455513715744,0.478455513715744,1
Llama,think,0.09232933819293976,0.09232933819293976,1
Llama,this,0.09826517850160599,0.09826517850160599,1
Llama,throw,-0.7976505160331726,-0.7976505160331726,1
Llama,tickle,1.7742205262184143,1.7742205262184143,1
Llama,time,-0.2920965254306793,-0.2920965254306793,1
Llama,tit,0.8040416240692139,0.8040416240692139,1
Llama,to,0.052161576226353645,0.006520197028294206,8
Llama,ton,0.06428781151771545,0.06428781151771545,1
Llama,too,0.427887499332428,0.427887499332428,1
Llama,totally,-0.13551640510559082,-0.13551640510559082,1
Llama,truly,0.1181468814611435,0.1181468814611435,1
Llama,trump,0.7993159890174866,0.7993159890174866,1
Llama,tv,0.023659121245145798,0.011829560622572899,2
Llama,up,0.15376751124858856,0.07688375562429428,2
Llama,vagina,5.631039619445801,5.631039619445801,1
Llama,wack,1.4379685819149017,1.4379685819149017,1
Llama,wang,0.32236693799495697,0.32236693799495697,1
Llama,want,-0.44145289063453674,-0.14715096354484558,3
Llama,waste,0.7241645604372025,0.7241645604372025,1
Llama,watch,-0.11332012712955475,-0.11332012712955475,1
Llama,well,-0.26622770074754953,-0.13311385037377477,2
Llama,what,0.25581860542297363,0.25581860542297363,1
Llama,when,-0.2548030614852905,-0.12740153074264526,2
Llama,who,-0.517596248537302,-0.1293990621343255,4
Llama,whore,4.406807065010071,2.2034035325050354,2
Llama,will,-0.45135651901364326,-0.15045217300454775,3
Llama,wilson,-0.09953350573778152,-0.09953350573778152,1
Llama,with,0.5926497280597687,0.29632486402988434,2
Llama,write,-0.27198201417922974,-0.27198201417922974,1
Llama,yeah,-0.1458663046360016,-0.1458663046360016,1
Llama,yell,0.6024873480200768,0.6024873480200768,1
Llama,you,1.4235896728932858,0.2033699532704694,7
Llama,your,3.095428168773651,0.3869285210967064,8
Llama,yourself,0.4292581379413605,0.4292581379413605,1
Mistral,13th,-0.057803958654403687,-0.057803958654403687,1
Mistral,6,-0.3226166367530823,-0.3226166367530823,1
Mistral,a,0.8292412459850311,0.11846303514071874,7
Mistral,achingly,0.13678215816617012,0.13678215816617012,1
Mistral,actual,0.07982741296291351,0.07982741296291351,1
Mistral,aim,0.15889695286750793,0.15889695286750793,1
Mistral,all,0.5916301608085632,0.5916301608085632,1
Mistral,also,-0.05830240994691849,-0.05830240994691849,1
Mistral,and,-1.5746584683656693,-0.19683230854570866,8
Mistral,ass,4.719664573669434,4.719664573669434,1
Mistral,at,0.5827910900115967,0.5827910900115967,1
Mistral,be,0.19428054615855217,0.017661867832595653,11
Mistral,beat,0.36717797070741653,0.18358898535370827,2
Mistral,because,0.5191150903701782,0.2595575451850891,2
Mistral,bitch,5.275884389877319,2.6379421949386597,2
Mistral,boo,0.3888416886329651,0.3888416886329651,1
Mistral,border,0.3301783502101898,0.3301783502101898,1
Mistral,bother,0.45004376769065857,0.45004376769065857,1
Mistral,build,0.20746928453445435,0.20746928453445435,1
Mistral,but,-0.2312696874141693,-0.2312696874141693,1
Mistral,buy,-0.7946250438690186,-0.7946250438690186,1
Mistral,california,-0.07919733226299286,-0.07919733226299286,1
Mistral,call,0.21281534433364868,0.21281534433364868,1
Mistral,can,-0.21276052296161652,-0.21276052296161652,1
Mistral,carreon,0.20162414014339447,0.20162414014339447,1
Mistral,chase,0.154240220785141,0.154240220785141,1
Mistral,civilization,-0.21870312094688416,-0.21870312094688416,1
Mistral,cock,5.615067005157471,5.615067005157471,1
Mistral,comment,-0.5391637086868286,-0.5391637086868286,1
Mistral,conservative,0.29799559712409973,0.29799559712409973,1
Mistral,continue,-0.18640227615833282,-0.18640227615833282,1
Mistral,cop,0.41941195726394653,0.41941195726394653,1
Mistral,create,-0.036681391298770905,-0.036681391298770905,1
Mistral,cunne,0.6032007336616516,0.6032007336616516,1
Mistral,damn,0.14605389535427094,0.14605389535427094,1
Mistral,day,0.006533816456794739,0.006533816456794739,1
Mistral,dick,6.749047517776489,2.2496825059254966,3
Mistral,dicksif,1.582014013081789,1.582014013081789,1
Mistral,dirt,1.17610502243042,1.17610502243042,1
Mistral,do,-0.0681968703866005,-0.0681968703866005,1
Mistral,drunk,1.5497608184814453,1.5497608184814453,1
Mistral,eat,0.6589353084564209,0.6589353084564209,1
Mistral,elite,0.35543012619018555,0.35543012619018555,1
Mistral,escape,0.1947937160730362,0.1947937160730362,1
Mistral,everyone,-0.5986943244934082,-0.5986943244934082,1
Mistral,expect,-0.36489027738571167,-0.36489027738571167,1
Mistral,feeti,-0.07261621952056885,-0.07261621952056885,1
Mistral,flatten,0.178867906332016,0.178867906332016,1
Mistral,flop,0.5213543325662613,0.5213543325662613,1
Mistral,fly,-0.5835199952125549,-0.5835199952125549,1
Mistral,fnf,-0.0487847626209259,-0.0487847626209259,1
Mistral,for,-0.38550032768398523,-0.19275016384199262,2
Mistral,four,0.29077595472335815,0.29077595472335815,1
Mistral,friday,0.11110115051269531,0.11110115051269531,1
Mistral,fuck,22.337509281933308,5.584377320483327,4
Mistral,fuckeveryword,0.02653692476451397,0.02653692476451397,1
Mistral,fucking,36.03909254074097,6.006515423456828,6
Mistral,gallery,-0.1793251931667328,-0.1793251931667328,1
Mistral,gangsta,0.41815853118896484,0.41815853118896484,1
Mistral,gay,3.454421877861023,1.7272109389305115,2
Mistral,get,-0.5243890285491943,-0.5243890285491943,1
Mistral,gimmick,0.25071701407432556,0.25071701407432556,1
Mistral,give,0.024970024824142456,0.024970024824142456,1
Mistral,go,-0.39603377878665924,-0.13201125959555307,3
Mistral,god,0.3817429393529892,0.3817429393529892,1
Mistral,goddamn,3.8670068979263306,3.8670068979263306,1
Mistral,grow,-0.027263104915618896,-0.027263104915618896,1
Mistral,guard,0.7587900161743164,0.7587900161743164,1
Mistral,harangue,1.0186811685562134,1.0186811685562134,1
Mistral,hard,0.23502995073795319,0.23502995073795319,1
Mistral,hate,6.470132887363434,2.156710962454478,3
Mistral,have,-0.20174619555473328,-0.10087309777736664,2
Mistral,he,1.1065122000873089,0.1844187000145515,6
Mistral,head,0.6377497315406799,0.6377497315406799,1
Mistral,hear,-0.06441625952720642,-0.06441625952720642,1
Mistral,high,-0.5919513702392578,-0.5919513702392578,1
Mistral,his,-0.029736142605543137,-0.005947228521108627,5
Mistral,hit,0.5891217440366745,0.29456087201833725,2
Mistral,hook,0.9410964511334896,0.9410964511334896,1
Mistral,house,-0.3308802843093872,-0.3308802843093872,1
Mistral,how,0.5705633163452148,0.5705633163452148,1
Mistral,i,-0.12499986588954926,-0.011363624171777205,11
Mistral,ian,0.03325650095939636,0.03325650095939636,1
Mistral,in,-0.5541952475905418,-0.2770976237952709,2
Mistral,inch,-0.5495102405548096,-0.5495102405548096,1
Mistral,into,0.10667813569307327,0.10667813569307327,1
Mistral,investigate,-0.4677893817424774,-0.4677893817424774,1
Mistral,issue,-0.40587565302848816,-0.40587565302848816,1
Mistral,it,-0.7546872049570084,-0.3773436024785042,2
Mistral,jesus,0.6229187697172165,0.6229187697172165,1
Mistral,jews,-0.5262895226478577,-0.5262895226478577,1
